departamento,id_conflicto,tipo_conflicto,estado,en_dialogo,duracion_meses_sintetica,poblacion_afectada_sintetica,nota
Amazonas,CS-AMA-001,socioambiental-mineria,activo,si,1,6733,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Cusco,CS-CUS-027,socioambiental-mineria,latente,no aplica,28,2491,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Cusco,CS-CUS-028,electoral,latente,no aplica,21,9758,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Cusco,CS-CUS-029,socioambiental-mineria,activo,no,23,10236,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Cusco,CS-CUS-030,otros,activo,no,24,3628,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Cusco,CS-CUS-031,gobierno nacional,activo,no,32,3494,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Cusco,CS-CUS-032,comunal,activo,si,19,5828,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Cusco,CS-CUS-033,otros,activo,si,33,6169,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Cusco,CS-CUS-034,otros,latente,no aplica,22,9437,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Cusco,CS-CUS-035,electoral,activo,si,35,3864,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Cusco,CS-CUS-036,gobierno nacional,activo,si,27,19526,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Cusco,CS-CUS-037,socioambiental-mineria,latente,no aplica,3,3765,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Cusco,CS-CUS-038,socioambiental-mineria,activo,si,17,1690,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-001,laboral,activo,si,21,9574,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-002,gobierno nacional,latente,no aplica,5,1806,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-003,comunal,latente,no aplica,7,7614,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-004,laboral,activo,no,12,23313,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-005,laboral,activo,no,1,2493,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-006,socioambiental-mineria,activo,si,28,2860,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-007,socioambiental-mineria,activo,no,23,2624,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-008,socioambiental-mineria,activo,si,24,3601,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-009,socioambiental-mineria,activo,si,19,2767,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-010,laboral,activo,si,34,10709,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-011,gobierno nacional,activo,no,30,3397,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-012,socioambiental-hidrocarburos,activo,no,46,7309,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huancavelica,CS-HUA-013,gobierno nacional,latente,no aplica,25,4741,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-001,otros,activo,si,19,4029,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-002,socioambiental-mineria,activo,no,8,6386,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-003,otros,activo,no,16,12987,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-004,otros,activo,si,13,2834,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-005,laboral,activo,si,1,10295,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-006,gobierno nacional,latente,no aplica,13,3453,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-007,gobierno nacional,activo,no,11,2842,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-008,gobierno nacional,activo,si,6,1716,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-009,gobierno nacional,activo,si,1,3880,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-010,laboral,activo,no,11,27120,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-011,socioambiental-mineria,activo,no,1,66354,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-012,gobierno nacional,activo,si,1,22200,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-013,comunal,activo,si,24,17137,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Huanuco,CS-HUA-014,socioambiental-mineria,activo,si,1,4105,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ica,CS-ICA-001,socioambiental-hidrocarburos,activo,si,22,7216,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ica,CS-ICA-002,socioambiental-mineria,activo,si,8,6990,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ica,CS-ICA-003,laboral,activo,no,16,12444,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ica,CS-ICA-004,socioambiental-mineria,activo,no,22,5673,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ica,CS-ICA-005,otros,activo,si,14,5917,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ica,CS-ICA-006,socioambiental-hidrocarburos,activo,si,26,7672,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ica,CS-ICA-007,gobierno nacional,activo,si,11,6554,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ica,CS-ICA-008,socioambiental-hidrocarburos,activo,si,10,3165,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ica,CS-ICA-009,comunal,latente,no aplica,17,3031,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ica,CS-ICA-010,socioambiental-hidrocarburos,activo,no,20,10799,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ica,CS-ICA-011,otros,activo,no,6,6763,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Ica,CS-ICA-012,gobierno nacional,activo,no,31,8400,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-001,otros,activo,no,28,4441,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-002,gobierno nacional,activo,no,36,24372,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-003,socioambiental-mineria,activo,si,30,52327,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-004,gobierno nacional,activo,si,18,24854,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-005,socioambiental-mineria,activo,no,5,2239,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-006,socioambiental-hidrocarburos,activo,no,3,5858,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-007,socioambiental-mineria,activo,no,21,5735,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-008,comunal,latente,no aplica,5,8207,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-009,socioambiental-mineria,activo,si,3,25580,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-010,gobierno nacional,activo,si,19,6907,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-011,socioambiental-hidrocarburos,activo,si,22,16349,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-012,otros,activo,si,4,8106,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-013,socioambiental-hidrocarburos,activo,no,1,10833,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-014,socioambiental-mineria,activo,si,1,9923,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-015,socioambiental-mineria,activo,no,10,3569,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-016,socioambiental-mineria,activo,si,42,19461,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-017,otros,activo,si,34,5261,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-018,socioambiental-mineria,activo,no,20,14479,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-019,gobierno nacional,latente,no aplica,22,10383,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Junin,CS-JUN-020,laboral,activo,no,5,18247,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -001,socioambiental-mineria,activo,si,65,6412,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -002,socioambiental-hidrocarburos,activo,si,29,4594,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -003,socioambiental-mineria,activo,no,50,9627,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -004,otros,latente,no aplica,23,5571,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -005,socioambiental-mineria,activo,no,19,3403,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -006,otros,activo,si,11,6965,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -007,socioambiental-mineria,activo,no,1,2934,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -008,electoral,activo,si,4,4889,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -009,socioambiental-mineria,activo,si,14,3430,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -010,socioambiental-mineria,activo,si,23,6560,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -011,socioambiental-mineria,activo,no,21,25630,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -012,socioambiental-mineria,activo,no,25,1447,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
La Libertad,CS-LA -013,gobierno nacional,activo,si,7,39382,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-001,laboral,activo,no,32,5679,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-002,comunal,activo,si,10,24102,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-003,otros,activo,si,28,6029,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-004,comunal,activo,no,1,10726,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-005,socioambiental-mineria,activo,si,9,2438,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-006,socioambiental-hidrocarburos,latente,no aplica,20,1672,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-007,gobierno nacional,activo,no,8,21774,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-008,laboral,activo,si,36,11010,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-009,laboral,latente,no aplica,10,8561,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-010,socioambiental-mineria,activo,si,10,2057,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-011,laboral,activo,si,15,6804,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-012,laboral,activo,si,6,5088,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-013,socioambiental-hidrocarburos,activo,si,1,8503,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-014,electoral,activo,no,24,17234,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-015,socioambiental-mineria,activo,si,11,4856,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-016,otros,activo,si,36,5949,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-017,otros,activo,si,42,13053,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-018,laboral,activo,no,5,4947,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-019,socioambiental-mineria,activo,no,24,1030,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-020,socioambiental-mineria,activo,no,1,3064,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-021,socioambiental-mineria,activo,si,1,4184,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lambayeque,CS-LAM-022,comunal,activo,no,10,7134,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-001,laboral,activo,si,16,5567,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-002,socioambiental-mineria,activo,no,26,3484,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-003,otros,activo,si,14,4134,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-004,laboral,activo,si,38,4692,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-005,socioambiental-mineria,activo,si,12,1582,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-006,gobierno nacional,latente,no aplica,28,8092,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-007,laboral,activo,no,6,2389,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-008,gobierno nacional,activo,no,15,22954,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-009,gobierno nacional,activo,si,1,7502,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-010,comunal,activo,si,14,25084,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-011,gobierno nacional,activo,no,3,14360,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-012,socioambiental-mineria,activo,si,8,26748,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-013,laboral,activo,no,22,42823,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-014,socioambiental-mineria,latente,no aplica,36,4543,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Lima,CS-LIM-015,gobierno nacional,activo,si,27,3697,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-001,comunal,activo,si,20,5182,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-002,otros,activo,no,30,9729,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-003,laboral,latente,no aplica,20,2710,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-004,socioambiental-mineria,activo,si,10,2551,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-005,socioambiental-mineria,activo,no,14,15293,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-006,socioambiental-mineria,activo,no,22,9927,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-007,comunal,latente,no aplica,11,5826,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-008,socioambiental-mineria,activo,si,7,4272,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-009,socioambiental-mineria,activo,no,10,5451,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-010,gobierno nacional,activo,si,24,14461,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-011,socioambiental-mineria,activo,si,32,19537,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-012,socioambiental-mineria,activo,si,24,23889,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-013,laboral,activo,no,1,4511,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-014,otros,activo,si,34,9905,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-015,laboral,activo,si,5,3540,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-016,gobierno nacional,activo,si,1,4302,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-017,socioambiental-hidrocarburos,activo,si,5,4706,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-018,laboral,activo,no,40,24742,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-019,gobierno nacional,latente,no aplica,14,2544,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-020,otros,activo,no,5,27955,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-021,laboral,activo,no,7,8280,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-022,laboral,activo,no,1,1559,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-023,otros,activo,si,17,9268,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-024,gobierno nacional,activo,no,19,14372,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-025,gobierno nacional,activo,si,28,6082,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-026,socioambiental-mineria,activo,si,1,3815,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-027,socioambiental-mineria,activo,no,22,4782,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-028,comunal,activo,si,28,2543,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-029,socioambiental-mineria,activo,si,28,1827,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-030,otros,activo,si,20,2620,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-031,otros,activo,si,17,10023,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-032,gobierno nacional,latente,no aplica,35,8233,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-033,socioambiental-mineria,activo,si,25,10491,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-034,socioambiental-hidrocarburos,activo,si,33,7150,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Loreto,CS-LOR-035,socioambiental-mineria,latente,no aplica,34,2146,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-001,socioambiental-mineria,activo,si,21,10922,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-002,socioambiental-mineria,activo,si,5,3335,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-003,socioambiental-mineria,activo,no,30,9466,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-004,comunal,activo,si,22,12848,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-005,socioambiental-mineria,latente,no aplica,29,7856,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-006,gobierno nacional,activo,no,27,3890,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-007,gobierno nacional,latente,no aplica,4,5266,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-008,socioambiental-mineria,activo,si,40,8836,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-009,socioambiental-hidrocarburos,latente,no aplica,45,4649,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-010,comunal,activo,si,13,4061,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-011,laboral,activo,no,24,6007,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-012,comunal,activo,no,37,25480,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-013,socioambiental-mineria,activo,si,7,10215,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Moquegua,CS-MOQ-014,socioambiental-hidrocarburos,latente,no aplica,16,9242,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-001,socioambiental-hidrocarburos,activo,si,1,8068,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-002,gobierno nacional,activo,si,13,15519,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-003,socioambiental-mineria,activo,no,19,12141,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-004,socioambiental-mineria,activo,no,30,7825,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-005,gobierno nacional,activo,si,3,29783,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-006,electoral,latente,no aplica,1,10895,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-007,comunal,activo,si,4,9325,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-008,otros,activo,no,11,9588,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-009,socioambiental-hidrocarburos,latente,no aplica,22,2547,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-010,laboral,activo,si,21,9293,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-011,socioambiental-mineria,activo,si,3,1684,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-012,electoral,latente,no aplica,10,3787,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-013,socioambiental-mineria,activo,no,15,5789,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-014,socioambiental-mineria,activo,no,18,764,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-015,gobierno nacional,activo,si,22,8663,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-016,otros,activo,si,27,14370,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-017,comunal,activo,no,16,13524,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-018,comunal,activo,si,28,11203,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-019,socioambiental-mineria,activo,si,28,6059,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-020,laboral,activo,no,6,6153,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-021,otros,activo,no,6,4941,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-022,socioambiental-mineria,activo,si,27,4055,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-023,socioambiental-mineria,activo,no,34,6742,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-024,socioambiental-hidrocarburos,activo,si,6,3385,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-025,gobierno nacional,activo,si,8,5981,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-026,comunal,activo,si,10,8491,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-027,socioambiental-mineria,activo,si,27,4420,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-028,otros,activo,no,3,24877,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-029,socioambiental-hidrocarburos,activo,si,1,4566,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-030,otros,activo,no,1,19096,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-031,socioambiental-mineria,activo,no,17,7724,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-032,socioambiental-mineria,activo,si,24,6720,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-033,gobierno nacional,activo,si,29,7275,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-034,socioambiental-mineria,latente,no aplica,42,5893,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-035,socioambiental-mineria,activo,si,13,6598,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
Pasco,CS-PAS-036,laboral,activo,no,12,7972,Sintetico inspirado en categorias de reportes de conflictos sociales; no representa casos reales.
