mesa_id,distrito_id,eleccion_id,organizacion_id,organizacion_politica,votos,votos_validos_mesa,votos_emitidos_mesa,votos_blancos_mesa,votos_nulos_mesa,electores_habiles_mesa,estado_acta
M00051-01,D00051,EG2026-PRES,ORG03,Renovacion Popular,28,176,204,11,17,271,contabilizada
M00051-01,D00051,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,176,204,11,17,271,contabilizada
M00051-01,D00051,EG2026-PRES,ORG05,Otros,67,176,204,11,17,271,contabilizada
M00051-02,D00051,EG2026-PRES,ORG01,Fuerza Popular,49,194,231,15,22,298,contabilizada
M00051-02,D00051,EG2026-PRES,ORG02,Juntos por el Peru,22,194,231,15,22,298,contabilizada
M00051-02,D00051,EG2026-PRES,ORG03,Renovacion Popular,32,194,231,15,22,298,contabilizada
M00051-02,D00051,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,194,231,15,22,298,contabilizada
M00051-02,D00051,EG2026-PRES,ORG05,Otros,66,194,231,15,22,298,contabilizada
M00051-03,D00051,EG2026-PRES,ORG01,Fuerza Popular,26,148,174,8,18,234,contabilizada
M00051-03,D00051,EG2026-PRES,ORG02,Juntos por el Peru,17,148,174,8,18,234,contabilizada
M00051-03,D00051,EG2026-PRES,ORG03,Renovacion Popular,24,148,174,8,18,234,contabilizada
M00051-03,D00051,EG2026-PRES,ORG04,Partido del Buen Gobierno,15,148,174,8,18,234,contabilizada
M00051-03,D00051,EG2026-PRES,ORG05,Otros,66,148,174,8,18,234,contabilizada
M00052-01,D00052,EG2026-PRES,ORG01,Fuerza Popular,36,270,319,24,25,413,contabilizada
M00052-01,D00052,EG2026-PRES,ORG02,Juntos por el Peru,66,270,319,24,25,413,contabilizada
M00052-01,D00052,EG2026-PRES,ORG03,Renovacion Popular,22,270,319,24,25,413,contabilizada
M00052-01,D00052,EG2026-PRES,ORG04,Partido del Buen Gobierno,41,270,319,24,25,413,contabilizada
M00052-01,D00052,EG2026-PRES,ORG05,Otros,105,270,319,24,25,413,contabilizada
M00052-02,D00052,EG2026-PRES,ORG01,Fuerza Popular,31,225,272,22,25,352,contabilizada
M00052-02,D00052,EG2026-PRES,ORG02,Juntos por el Peru,56,225,272,22,25,352,contabilizada
M00052-02,D00052,EG2026-PRES,ORG03,Renovacion Popular,18,225,272,22,25,352,contabilizada
M00052-02,D00052,EG2026-PRES,ORG04,Partido del Buen Gobierno,26,225,272,22,25,352,contabilizada
M00052-02,D00052,EG2026-PRES,ORG05,Otros,94,225,272,22,25,352,contabilizada
M00052-03,D00052,EG2026-PRES,ORG01,Fuerza Popular,32,227,261,17,17,356,contabilizada
M00052-03,D00052,EG2026-PRES,ORG02,Juntos por el Peru,53,227,261,17,17,356,contabilizada
M00052-03,D00052,EG2026-PRES,ORG03,Renovacion Popular,18,227,261,17,17,356,contabilizada
M00052-03,D00052,EG2026-PRES,ORG04,Partido del Buen Gobierno,24,227,261,17,17,356,contabilizada
M00052-03,D00052,EG2026-PRES,ORG05,Otros,100,227,261,17,17,356,contabilizada
M00052-04,D00052,EG2026-PRES,ORG01,Fuerza Popular,18,137,169,11,21,212,contabilizada
M00052-04,D00052,EG2026-PRES,ORG02,Juntos por el Peru,34,137,169,11,21,212,contabilizada
M00052-04,D00052,EG2026-PRES,ORG03,Renovacion Popular,12,137,169,11,21,212,contabilizada
M00052-04,D00052,EG2026-PRES,ORG04,Partido del Buen Gobierno,11,137,169,11,21,212,contabilizada
M00052-04,D00052,EG2026-PRES,ORG05,Otros,62,137,169,11,21,212,contabilizada
M00053-01,D00053,EG2026-PRES,ORG01,Fuerza Popular,42,265,290,10,15,370,contabilizada
M00053-01,D00053,EG2026-PRES,ORG02,Juntos por el Peru,40,265,290,10,15,370,contabilizada
M00053-01,D00053,EG2026-PRES,ORG03,Renovacion Popular,27,265,290,10,15,370,contabilizada
M00053-01,D00053,EG2026-PRES,ORG04,Partido del Buen Gobierno,37,265,290,10,15,370,contabilizada
M00053-01,D00053,EG2026-PRES,ORG05,Otros,119,265,290,10,15,370,contabilizada
M00053-02,D00053,EG2026-PRES,ORG01,Fuerza Popular,17,137,155,6,12,210,contabilizada
M00053-02,D00053,EG2026-PRES,ORG02,Juntos por el Peru,28,137,155,6,12,210,contabilizada
M00053-02,D00053,EG2026-PRES,ORG03,Renovacion Popular,10,137,155,6,12,210,contabilizada
M00053-02,D00053,EG2026-PRES,ORG04,Partido del Buen Gobierno,16,137,155,6,12,210,contabilizada
M00053-02,D00053,EG2026-PRES,ORG05,Otros,66,137,155,6,12,210,contabilizada
M00053-03,D00053,EG2026-PRES,ORG01,Fuerza Popular,23,190,222,17,15,269,contabilizada
M00053-03,D00053,EG2026-PRES,ORG02,Juntos por el Peru,40,190,222,17,15,269,contabilizada
M00053-03,D00053,EG2026-PRES,ORG03,Renovacion Popular,11,190,222,17,15,269,contabilizada
M00053-03,D00053,EG2026-PRES,ORG04,Partido del Buen Gobierno,18,190,222,17,15,269,contabilizada
M00053-03,D00053,EG2026-PRES,ORG05,Otros,98,190,222,17,15,269,contabilizada
M00053-04,D00053,EG2026-PRES,ORG01,Fuerza Popular,20,129,159,9,21,208,observada
M00053-04,D00053,EG2026-PRES,ORG02,Juntos por el Peru,29,129,159,9,21,208,observada
M00053-04,D00053,EG2026-PRES,ORG03,Renovacion Popular,12,129,159,9,21,208,observada
M00053-04,D00053,EG2026-PRES,ORG04,Partido del Buen Gobierno,13,129,159,9,21,208,observada
M00053-04,D00053,EG2026-PRES,ORG05,Otros,55,129,159,9,21,208,observada
M00053-05,D00053,EG2026-PRES,ORG01,Fuerza Popular,31,207,237,10,20,356,contabilizada
M00053-05,D00053,EG2026-PRES,ORG02,Juntos por el Peru,55,207,237,10,20,356,contabilizada
M00053-05,D00053,EG2026-PRES,ORG03,Renovacion Popular,15,207,237,10,20,356,contabilizada
M00053-05,D00053,EG2026-PRES,ORG04,Partido del Buen Gobierno,30,207,237,10,20,356,contabilizada
M00053-05,D00053,EG2026-PRES,ORG05,Otros,76,207,237,10,20,356,contabilizada
M00053-06,D00053,EG2026-PRES,ORG01,Fuerza Popular,10,120,142,10,12,183,contabilizada
M00053-06,D00053,EG2026-PRES,ORG02,Juntos por el Peru,22,120,142,10,12,183,contabilizada
M00053-06,D00053,EG2026-PRES,ORG03,Renovacion Popular,9,120,142,10,12,183,contabilizada
M00053-06,D00053,EG2026-PRES,ORG04,Partido del Buen Gobierno,12,120,142,10,12,183,contabilizada
M00053-06,D00053,EG2026-PRES,ORG05,Otros,67,120,142,10,12,183,contabilizada
M00054-01,D00054,EG2026-PRES,ORG01,Fuerza Popular,27,149,177,12,16,248,contabilizada
M00054-01,D00054,EG2026-PRES,ORG02,Juntos por el Peru,19,149,177,12,16,248,contabilizada
M00054-01,D00054,EG2026-PRES,ORG03,Renovacion Popular,22,149,177,12,16,248,contabilizada
M00054-01,D00054,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,149,177,12,16,248,contabilizada
M00054-01,D00054,EG2026-PRES,ORG05,Otros,61,149,177,12,16,248,contabilizada
M00054-02,D00054,EG2026-PRES,ORG01,Fuerza Popular,26,147,168,7,14,234,contabilizada
M00054-02,D00054,EG2026-PRES,ORG02,Juntos por el Peru,22,147,168,7,14,234,contabilizada
M00054-02,D00054,EG2026-PRES,ORG03,Renovacion Popular,22,147,168,7,14,234,contabilizada
M00054-02,D00054,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,147,168,7,14,234,contabilizada
M00054-02,D00054,EG2026-PRES,ORG05,Otros,58,147,168,7,14,234,contabilizada
M00054-03,D00054,EG2026-PRES,ORG01,Fuerza Popular,37,253,292,19,20,403,contabilizada
M00054-03,D00054,EG2026-PRES,ORG02,Juntos por el Peru,33,253,292,19,20,403,contabilizada
M00054-03,D00054,EG2026-PRES,ORG03,Renovacion Popular,47,253,292,19,20,403,contabilizada
M00054-03,D00054,EG2026-PRES,ORG04,Partido del Buen Gobierno,37,253,292,19,20,403,contabilizada
M00054-03,D00054,EG2026-PRES,ORG05,Otros,99,253,292,19,20,403,contabilizada
M00054-04,D00054,EG2026-PRES,ORG01,Fuerza Popular,34,177,207,15,15,256,contabilizada
M00054-04,D00054,EG2026-PRES,ORG02,Juntos por el Peru,27,177,207,15,15,256,contabilizada
M00054-04,D00054,EG2026-PRES,ORG03,Renovacion Popular,23,177,207,15,15,256,contabilizada
M00054-04,D00054,EG2026-PRES,ORG04,Partido del Buen Gobierno,16,177,207,15,15,256,contabilizada
M00054-04,D00054,EG2026-PRES,ORG05,Otros,77,177,207,15,15,256,contabilizada
M00055-01,D00055,EG2026-PRES,ORG01,Fuerza Popular,21,197,234,16,21,294,contabilizada
M00055-01,D00055,EG2026-PRES,ORG02,Juntos por el Peru,50,197,234,16,21,294,contabilizada
M00055-01,D00055,EG2026-PRES,ORG03,Renovacion Popular,20,197,234,16,21,294,contabilizada
M00055-01,D00055,EG2026-PRES,ORG04,Partido del Buen Gobierno,13,197,234,16,21,294,contabilizada
M00055-01,D00055,EG2026-PRES,ORG05,Otros,93,197,234,16,21,294,contabilizada
M00055-02,D00055,EG2026-PRES,ORG01,Fuerza Popular,19,184,219,13,22,286,contabilizada
M00055-02,D00055,EG2026-PRES,ORG02,Juntos por el Peru,45,184,219,13,22,286,contabilizada
M00055-02,D00055,EG2026-PRES,ORG03,Renovacion Popular,13,184,219,13,22,286,contabilizada
M00055-02,D00055,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,184,219,13,22,286,contabilizada
M00055-02,D00055,EG2026-PRES,ORG05,Otros,82,184,219,13,22,286,contabilizada
M00056-01,D00056,EG2026-PRES,ORG01,Fuerza Popular,63,258,314,20,36,371,contabilizada
M00056-01,D00056,EG2026-PRES,ORG02,Juntos por el Peru,25,258,314,20,36,371,contabilizada
M00056-01,D00056,EG2026-PRES,ORG03,Renovacion Popular,34,258,314,20,36,371,contabilizada
M00056-01,D00056,EG2026-PRES,ORG04,Partido del Buen Gobierno,33,258,314,20,36,371,contabilizada
M00056-01,D00056,EG2026-PRES,ORG05,Otros,103,258,314,20,36,371,contabilizada
M00056-02,D00056,EG2026-PRES,ORG01,Fuerza Popular,30,206,256,24,26,336,contabilizada
M00056-02,D00056,EG2026-PRES,ORG02,Juntos por el Peru,26,206,256,24,26,336,contabilizada
M00056-02,D00056,EG2026-PRES,ORG03,Renovacion Popular,23,206,256,24,26,336,contabilizada
M00056-02,D00056,EG2026-PRES,ORG04,Partido del Buen Gobierno,31,206,256,24,26,336,contabilizada
M00056-02,D00056,EG2026-PRES,ORG05,Otros,96,206,256,24,26,336,contabilizada
M00056-03,D00056,EG2026-PRES,ORG01,Fuerza Popular,13,118,143,8,17,220,contabilizada
M00056-03,D00056,EG2026-PRES,ORG02,Juntos por el Peru,15,118,143,8,17,220,contabilizada
M00056-03,D00056,EG2026-PRES,ORG03,Renovacion Popular,19,118,143,8,17,220,contabilizada
M00056-03,D00056,EG2026-PRES,ORG04,Partido del Buen Gobierno,17,118,143,8,17,220,contabilizada
M00056-03,D00056,EG2026-PRES,ORG05,Otros,54,118,143,8,17,220,contabilizada
M00056-04,D00056,EG2026-PRES,ORG01,Fuerza Popular,33,145,179,17,17,253,contabilizada
M00056-04,D00056,EG2026-PRES,ORG02,Juntos por el Peru,15,145,179,17,17,253,contabilizada
M00056-04,D00056,EG2026-PRES,ORG03,Renovacion Popular,12,145,179,17,17,253,contabilizada
M00056-04,D00056,EG2026-PRES,ORG04,Partido del Buen Gobierno,14,145,179,17,17,253,contabilizada
M00056-04,D00056,EG2026-PRES,ORG05,Otros,71,145,179,17,17,253,contabilizada
M00057-01,D00057,EG2026-PRES,ORG01,Fuerza Popular,36,192,219,6,21,292,contabilizada
M00057-01,D00057,EG2026-PRES,ORG02,Juntos por el Peru,42,192,219,6,21,292,contabilizada
M00057-01,D00057,EG2026-PRES,ORG03,Renovacion Popular,17,192,219,6,21,292,contabilizada
M00057-01,D00057,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,192,219,6,21,292,contabilizada
M00057-01,D00057,EG2026-PRES,ORG05,Otros,74,192,219,6,21,292,contabilizada
M00057-02,D00057,EG2026-PRES,ORG01,Fuerza Popular,14,189,216,7,20,268,contabilizada
M00057-02,D00057,EG2026-PRES,ORG02,Juntos por el Peru,39,189,216,7,20,268,contabilizada
M00057-02,D00057,EG2026-PRES,ORG03,Renovacion Popular,19,189,216,7,20,268,contabilizada
M00057-02,D00057,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,189,216,7,20,268,contabilizada
M00057-02,D00057,EG2026-PRES,ORG05,Otros,97,189,216,7,20,268,contabilizada
M00057-03,D00057,EG2026-PRES,ORG01,Fuerza Popular,24,197,233,11,25,303,contabilizada
M00057-03,D00057,EG2026-PRES,ORG02,Juntos por el Peru,52,197,233,11,25,303,contabilizada
M00057-03,D00057,EG2026-PRES,ORG03,Renovacion Popular,14,197,233,11,25,303,contabilizada
M00057-03,D00057,EG2026-PRES,ORG04,Partido del Buen Gobierno,18,197,233,11,25,303,contabilizada
M00057-03,D00057,EG2026-PRES,ORG05,Otros,89,197,233,11,25,303,contabilizada
M00057-04,D00057,EG2026-PRES,ORG01,Fuerza Popular,22,182,220,15,23,295,contabilizada
M00057-04,D00057,EG2026-PRES,ORG02,Juntos por el Peru,38,182,220,15,23,295,contabilizada
M00057-04,D00057,EG2026-PRES,ORG03,Renovacion Popular,15,182,220,15,23,295,contabilizada
M00057-04,D00057,EG2026-PRES,ORG04,Partido del Buen Gobierno,15,182,220,15,23,295,contabilizada
M00057-04,D00057,EG2026-PRES,ORG05,Otros,92,182,220,15,23,295,contabilizada
M00058-01,D00058,EG2026-PRES,ORG01,Fuerza Popular,22,137,167,8,22,231,contabilizada
M00058-01,D00058,EG2026-PRES,ORG02,Juntos por el Peru,14,137,167,8,22,231,contabilizada
M00058-01,D00058,EG2026-PRES,ORG03,Renovacion Popular,19,137,167,8,22,231,contabilizada
M00058-01,D00058,EG2026-PRES,ORG04,Partido del Buen Gobierno,17,137,167,8,22,231,contabilizada
M00058-01,D00058,EG2026-PRES,ORG05,Otros,65,137,167,8,22,231,contabilizada
M00058-02,D00058,EG2026-PRES,ORG01,Fuerza Popular,37,197,224,4,23,328,contabilizada
M00058-02,D00058,EG2026-PRES,ORG02,Juntos por el Peru,24,197,224,4,23,328,contabilizada
M00058-02,D00058,EG2026-PRES,ORG03,Renovacion Popular,31,197,224,4,23,328,contabilizada
M00058-02,D00058,EG2026-PRES,ORG04,Partido del Buen Gobierno,21,197,224,4,23,328,contabilizada
M00058-02,D00058,EG2026-PRES,ORG05,Otros,84,197,224,4,23,328,contabilizada
M00058-03,D00058,EG2026-PRES,ORG01,Fuerza Popular,29,184,225,13,28,304,contabilizada
M00058-03,D00058,EG2026-PRES,ORG02,Juntos por el Peru,22,184,225,13,28,304,contabilizada
M00058-03,D00058,EG2026-PRES,ORG03,Renovacion Popular,20,184,225,13,28,304,contabilizada
M00058-03,D00058,EG2026-PRES,ORG04,Partido del Buen Gobierno,17,184,225,13,28,304,contabilizada
M00058-03,D00058,EG2026-PRES,ORG05,Otros,96,184,225,13,28,304,contabilizada
M00058-04,D00058,EG2026-PRES,ORG01,Fuerza Popular,29,201,230,10,19,330,pendiente
M00058-04,D00058,EG2026-PRES,ORG02,Juntos por el Peru,20,201,230,10,19,330,pendiente
M00058-04,D00058,EG2026-PRES,ORG03,Renovacion Popular,22,201,230,10,19,330,pendiente
M00058-04,D00058,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,201,230,10,19,330,pendiente
M00058-04,D00058,EG2026-PRES,ORG05,Otros,107,201,230,10,19,330,pendiente
M00058-05,D00058,EG2026-PRES,ORG01,Fuerza Popular,30,201,249,15,33,344,contabilizada
M00058-05,D00058,EG2026-PRES,ORG02,Juntos por el Peru,29,201,249,15,33,344,contabilizada
M00058-05,D00058,EG2026-PRES,ORG03,Renovacion Popular,23,201,249,15,33,344,contabilizada
M00058-05,D00058,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,201,249,15,33,344,contabilizada
M00058-05,D00058,EG2026-PRES,ORG05,Otros,100,201,249,15,33,344,contabilizada
M00059-01,D00059,EG2026-PRES,ORG01,Fuerza Popular,23,183,213,5,25,266,contabilizada
M00059-01,D00059,EG2026-PRES,ORG02,Juntos por el Peru,40,183,213,5,25,266,contabilizada
M00059-01,D00059,EG2026-PRES,ORG03,Renovacion Popular,14,183,213,5,25,266,contabilizada
M00059-01,D00059,EG2026-PRES,ORG04,Partido del Buen Gobierno,16,183,213,5,25,266,contabilizada
M00059-01,D00059,EG2026-PRES,ORG05,Otros,90,183,213,5,25,266,contabilizada
M00059-02,D00059,EG2026-PRES,ORG01,Fuerza Popular,29,264,302,14,24,388,contabilizada
M00059-02,D00059,EG2026-PRES,ORG02,Juntos por el Peru,67,264,302,14,24,388,contabilizada
M00059-02,D00059,EG2026-PRES,ORG03,Renovacion Popular,20,264,302,14,24,388,contabilizada
M00059-02,D00059,EG2026-PRES,ORG04,Partido del Buen Gobierno,27,264,302,14,24,388,contabilizada
M00059-02,D00059,EG2026-PRES,ORG05,Otros,121,264,302,14,24,388,contabilizada
M00059-03,D00059,EG2026-PRES,ORG01,Fuerza Popular,23,160,180,7,13,224,contabilizada
M00059-03,D00059,EG2026-PRES,ORG02,Juntos por el Peru,44,160,180,7,13,224,contabilizada
M00059-03,D00059,EG2026-PRES,ORG03,Renovacion Popular,11,160,180,7,13,224,contabilizada
M00059-03,D00059,EG2026-PRES,ORG04,Partido del Buen Gobierno,18,160,180,7,13,224,contabilizada
M00059-03,D00059,EG2026-PRES,ORG05,Otros,64,160,180,7,13,224,contabilizada
M00060-01,D00060,EG2026-PRES,ORG01,Fuerza Popular,39,194,243,16,33,303,contabilizada
M00060-01,D00060,EG2026-PRES,ORG02,Juntos por el Peru,19,194,243,16,33,303,contabilizada
M00060-01,D00060,EG2026-PRES,ORG03,Renovacion Popular,22,194,243,16,33,303,contabilizada
M00060-01,D00060,EG2026-PRES,ORG04,Partido del Buen Gobierno,32,194,243,16,33,303,contabilizada
M00060-01,D00060,EG2026-PRES,ORG05,Otros,82,194,243,16,33,303,contabilizada
M00060-02,D00060,EG2026-PRES,ORG01,Fuerza Popular,21,266,301,12,23,409,contabilizada
M00060-02,D00060,EG2026-PRES,ORG02,Juntos por el Peru,38,266,301,12,23,409,contabilizada
M00060-02,D00060,EG2026-PRES,ORG03,Renovacion Popular,42,266,301,12,23,409,contabilizada
M00060-02,D00060,EG2026-PRES,ORG04,Partido del Buen Gobierno,28,266,301,12,23,409,contabilizada
M00060-02,D00060,EG2026-PRES,ORG05,Otros,137,266,301,12,23,409,contabilizada
M00060-03,D00060,EG2026-PRES,ORG01,Fuerza Popular,26,139,160,8,13,266,contabilizada
M00060-03,D00060,EG2026-PRES,ORG02,Juntos por el Peru,20,139,160,8,13,266,contabilizada
M00060-03,D00060,EG2026-PRES,ORG03,Renovacion Popular,23,139,160,8,13,266,contabilizada
M00060-03,D00060,EG2026-PRES,ORG04,Partido del Buen Gobierno,15,139,160,8,13,266,contabilizada
M00060-03,D00060,EG2026-PRES,ORG05,Otros,55,139,160,8,13,266,contabilizada
M00060-04,D00060,EG2026-PRES,ORG01,Fuerza Popular,52,219,274,14,41,377,contabilizada
M00060-04,D00060,EG2026-PRES,ORG02,Juntos por el Peru,32,219,274,14,41,377,contabilizada
M00060-04,D00060,EG2026-PRES,ORG03,Renovacion Popular,32,219,274,14,41,377,contabilizada
M00060-04,D00060,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,219,274,14,41,377,contabilizada
M00060-04,D00060,EG2026-PRES,ORG05,Otros,78,219,274,14,41,377,contabilizada
M00060-05,D00060,EG2026-PRES,ORG01,Fuerza Popular,16,124,135,3,8,180,contabilizada
M00060-05,D00060,EG2026-PRES,ORG02,Juntos por el Peru,17,124,135,3,8,180,contabilizada
M00060-05,D00060,EG2026-PRES,ORG03,Renovacion Popular,16,124,135,3,8,180,contabilizada
M00060-05,D00060,EG2026-PRES,ORG04,Partido del Buen Gobierno,12,124,135,3,8,180,contabilizada
M00060-05,D00060,EG2026-PRES,ORG05,Otros,63,124,135,3,8,180,contabilizada
M00061-01,D00061,EG2026-PRES,ORG01,Fuerza Popular,21,159,186,11,16,215,contabilizada
M00061-01,D00061,EG2026-PRES,ORG02,Juntos por el Peru,40,159,186,11,16,215,contabilizada
M00061-01,D00061,EG2026-PRES,ORG03,Renovacion Popular,10,159,186,11,16,215,contabilizada
M00061-01,D00061,EG2026-PRES,ORG04,Partido del Buen Gobierno,15,159,186,11,16,215,contabilizada
M00061-01,D00061,EG2026-PRES,ORG05,Otros,73,159,186,11,16,215,contabilizada
M00061-02,D00061,EG2026-PRES,ORG01,Fuerza Popular,16,118,138,9,11,192,contabilizada
M00061-02,D00061,EG2026-PRES,ORG02,Juntos por el Peru,25,118,138,9,11,192,contabilizada
M00061-02,D00061,EG2026-PRES,ORG03,Renovacion Popular,8,118,138,9,11,192,contabilizada
M00061-02,D00061,EG2026-PRES,ORG04,Partido del Buen Gobierno,13,118,138,9,11,192,contabilizada
M00061-02,D00061,EG2026-PRES,ORG05,Otros,56,118,138,9,11,192,contabilizada
M00061-03,D00061,EG2026-PRES,ORG01,Fuerza Popular,32,196,239,16,27,402,contabilizada
M00061-03,D00061,EG2026-PRES,ORG02,Juntos por el Peru,47,196,239,16,27,402,contabilizada
M00061-03,D00061,EG2026-PRES,ORG03,Renovacion Popular,14,196,239,16,27,402,contabilizada
M00061-03,D00061,EG2026-PRES,ORG04,Partido del Buen Gobierno,12,196,239,16,27,402,contabilizada
M00061-03,D00061,EG2026-PRES,ORG05,Otros,91,196,239,16,27,402,contabilizada
M00061-04,D00061,EG2026-PRES,ORG01,Fuerza Popular,34,192,243,19,32,311,contabilizada
M00061-04,D00061,EG2026-PRES,ORG02,Juntos por el Peru,34,192,243,19,32,311,contabilizada
M00061-04,D00061,EG2026-PRES,ORG03,Renovacion Popular,15,192,243,19,32,311,contabilizada
M00061-04,D00061,EG2026-PRES,ORG04,Partido del Buen Gobierno,17,192,243,19,32,311,contabilizada
M00061-04,D00061,EG2026-PRES,ORG05,Otros,92,192,243,19,32,311,contabilizada
M00061-05,D00061,EG2026-PRES,ORG01,Fuerza Popular,28,200,235,15,20,306,contabilizada
M00061-05,D00061,EG2026-PRES,ORG02,Juntos por el Peru,46,200,235,15,20,306,contabilizada
M00061-05,D00061,EG2026-PRES,ORG03,Renovacion Popular,15,200,235,15,20,306,contabilizada
M00061-05,D00061,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,200,235,15,20,306,contabilizada
M00061-05,D00061,EG2026-PRES,ORG05,Otros,92,200,235,15,20,306,contabilizada
M00062-01,D00062,EG2026-PRES,ORG01,Fuerza Popular,42,269,302,9,24,391,contabilizada
M00062-01,D00062,EG2026-PRES,ORG02,Juntos por el Peru,21,269,302,9,24,391,contabilizada
M00062-01,D00062,EG2026-PRES,ORG03,Renovacion Popular,44,269,302,9,24,391,contabilizada
M00062-01,D00062,EG2026-PRES,ORG04,Partido del Buen Gobierno,34,269,302,9,24,391,contabilizada
M00062-01,D00062,EG2026-PRES,ORG05,Otros,128,269,302,9,24,391,contabilizada
M00062-02,D00062,EG2026-PRES,ORG01,Fuerza Popular,33,163,184,8,13,236,contabilizada
M00062-02,D00062,EG2026-PRES,ORG02,Juntos por el Peru,15,163,184,8,13,236,contabilizada
M00062-02,D00062,EG2026-PRES,ORG03,Renovacion Popular,35,163,184,8,13,236,contabilizada
M00062-02,D00062,EG2026-PRES,ORG04,Partido del Buen Gobierno,18,163,184,8,13,236,contabilizada
M00062-02,D00062,EG2026-PRES,ORG05,Otros,62,163,184,8,13,236,contabilizada
M00062-03,D00062,EG2026-PRES,ORG01,Fuerza Popular,23,131,151,8,12,201,contabilizada
M00062-03,D00062,EG2026-PRES,ORG02,Juntos por el Peru,8,131,151,8,12,201,contabilizada
M00062-03,D00062,EG2026-PRES,ORG03,Renovacion Popular,25,131,151,8,12,201,contabilizada
M00062-03,D00062,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,131,151,8,12,201,contabilizada
M00062-03,D00062,EG2026-PRES,ORG05,Otros,55,131,151,8,12,201,contabilizada
M00062-04,D00062,EG2026-PRES,ORG01,Fuerza Popular,50,249,292,17,26,360,contabilizada
M00062-04,D00062,EG2026-PRES,ORG02,Juntos por el Peru,20,249,292,17,26,360,contabilizada
M00062-04,D00062,EG2026-PRES,ORG03,Renovacion Popular,36,249,292,17,26,360,contabilizada
M00062-04,D00062,EG2026-PRES,ORG04,Partido del Buen Gobierno,35,249,292,17,26,360,contabilizada
M00062-04,D00062,EG2026-PRES,ORG05,Otros,108,249,292,17,26,360,contabilizada
M00062-05,D00062,EG2026-PRES,ORG01,Fuerza Popular,51,277,325,18,30,409,contabilizada
M00062-05,D00062,EG2026-PRES,ORG02,Juntos por el Peru,32,277,325,18,30,409,contabilizada
M00062-05,D00062,EG2026-PRES,ORG03,Renovacion Popular,33,277,325,18,30,409,contabilizada
M00062-05,D00062,EG2026-PRES,ORG04,Partido del Buen Gobierno,32,277,325,18,30,409,contabilizada
M00062-05,D00062,EG2026-PRES,ORG05,Otros,129,277,325,18,30,409,contabilizada
M00062-06,D00062,EG2026-PRES,ORG01,Fuerza Popular,22,98,117,6,13,190,contabilizada
M00062-06,D00062,EG2026-PRES,ORG02,Juntos por el Peru,9,98,117,6,13,190,contabilizada
M00062-06,D00062,EG2026-PRES,ORG03,Renovacion Popular,21,98,117,6,13,190,contabilizada
M00062-06,D00062,EG2026-PRES,ORG04,Partido del Buen Gobierno,14,98,117,6,13,190,contabilizada
M00062-06,D00062,EG2026-PRES,ORG05,Otros,32,98,117,6,13,190,contabilizada
M00063-01,D00063,EG2026-PRES,ORG01,Fuerza Popular,52,280,326,20,26,368,contabilizada
M00063-01,D00063,EG2026-PRES,ORG02,Juntos por el Peru,52,280,326,20,26,368,contabilizada
M00063-01,D00063,EG2026-PRES,ORG03,Renovacion Popular,38,280,326,20,26,368,contabilizada
M00063-01,D00063,EG2026-PRES,ORG04,Partido del Buen Gobierno,40,280,326,20,26,368,contabilizada
M00063-01,D00063,EG2026-PRES,ORG05,Otros,98,280,326,20,26,368,contabilizada
M00063-02,D00063,EG2026-PRES,ORG01,Fuerza Popular,29,183,215,12,20,267,contabilizada
M00063-02,D00063,EG2026-PRES,ORG02,Juntos por el Peru,31,183,215,12,20,267,contabilizada
M00063-02,D00063,EG2026-PRES,ORG03,Renovacion Popular,20,183,215,12,20,267,contabilizada
M00063-02,D00063,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,183,215,12,20,267,contabilizada
M00063-02,D00063,EG2026-PRES,ORG05,Otros,84,183,215,12,20,267,contabilizada
M00064-01,D00064,EG2026-PRES,ORG01,Fuerza Popular,22,203,236,12,21,264,contabilizada
M00064-01,D00064,EG2026-PRES,ORG02,Juntos por el Peru,50,203,236,12,21,264,contabilizada
M00064-01,D00064,EG2026-PRES,ORG03,Renovacion Popular,16,203,236,12,21,264,contabilizada
M00064-01,D00064,EG2026-PRES,ORG04,Partido del Buen Gobierno,15,203,236,12,21,264,contabilizada
M00064-01,D00064,EG2026-PRES,ORG05,Otros,100,203,236,12,21,264,contabilizada
M00064-02,D00064,EG2026-PRES,ORG01,Fuerza Popular,48,310,363,15,38,409,contabilizada
M00064-02,D00064,EG2026-PRES,ORG02,Juntos por el Peru,83,310,363,15,38,409,contabilizada
M00064-02,D00064,EG2026-PRES,ORG03,Renovacion Popular,31,310,363,15,38,409,contabilizada
M00064-02,D00064,EG2026-PRES,ORG04,Partido del Buen Gobierno,41,310,363,15,38,409,contabilizada
M00064-02,D00064,EG2026-PRES,ORG05,Otros,107,310,363,15,38,409,contabilizada
