departamento,ubigeo_departamento_sintetico,mesa_codigo_ejemplo,agrupacion,candidato,votos,pct_votos_validos,pct_votos_emitidos,actas_contabilizadas_pct,actas_enviadas_jee,actas_pendientes,votos_validos_departamento,votos_emitidos_departamento,votos_blancos_departamento,votos_nulos_departamento,votos_impugnados_departamento,electores_habiles_departamento,orden_en_grafico_original,votos_validos_total,votos_emitidos_total,electores_habiles_referencial,nota
Lima,141400,000015,Partido Civico Obras,R. Belmont,267436,5.666,4.572,99.805,54,0,4720028,5849116,384799,721965,22324,8153085,5,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Lima,141400,000015,Ahora Nacion,P. Lopez Chau,265597,5.627,4.541,99.805,54,0,4720028,5849116,384799,721965,22324,8153085,6,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Lima,141400,000015,Pais para Todos,C. Alvarez,241931,5.126,4.136,99.805,54,0,4720028,5849116,384799,721965,22324,8153085,7,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Lima,141400,000015,Otros,Varias candidaturas,1092230,23.14,18.673,99.805,54,0,4720028,5849116,384799,721965,22324,8153085,8,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Loreto,141500,000016,Fuerza Popular,K. Fujimori,58629,14.44,12.24,99.951,1,0,406015,478993,33694,37942,1342,603797,1,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Loreto,141500,000016,Juntos por el Peru,R. Sanchez,38705,9.533,8.08,99.951,1,0,406015,478993,33694,37942,1342,603797,2,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Loreto,141500,000016,Renovacion Popular,R. Lopez Aliaga,38169,9.401,7.969,99.951,1,0,406015,478993,33694,37942,1342,603797,3,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Loreto,141500,000016,Partido del Buen Gobierno,J. Nieto,51098,12.585,10.668,99.951,1,0,406015,478993,33694,37942,1342,603797,4,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Loreto,141500,000016,Partido Civico Obras,R. Belmont,40196,9.9,8.392,99.951,1,0,406015,478993,33694,37942,1342,603797,5,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Loreto,141500,000016,Ahora Nacion,P. Lopez Chau,37073,9.131,7.74,99.951,1,0,406015,478993,33694,37942,1342,603797,6,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Loreto,141500,000016,Pais para Todos,C. Alvarez,26242,6.463,5.479,99.951,1,0,406015,478993,33694,37942,1342,603797,7,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Loreto,141500,000016,Otros,Varias candidaturas,115903,28.546,24.197,99.951,1,0,406015,478993,33694,37942,1342,603797,8,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Moquegua,141600,000017,Fuerza Popular,K. Fujimori,29139,18.429,14.447,99.793,2,0,158111,201689,16899,26319,360,284817,1,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Moquegua,141600,000017,Juntos por el Peru,R. Sanchez,17375,10.989,8.615,99.793,2,0,158111,201689,16899,26319,360,284817,2,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Moquegua,141600,000017,Renovacion Popular,R. Lopez Aliaga,22755,14.392,11.282,99.793,2,0,158111,201689,16899,26319,360,284817,3,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Moquegua,141600,000017,Partido del Buen Gobierno,J. Nieto,15007,9.491,7.441,99.793,2,0,158111,201689,16899,26319,360,284817,4,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Moquegua,141600,000017,Partido Civico Obras,R. Belmont,9003,5.694,4.464,99.793,2,0,158111,201689,16899,26319,360,284817,5,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Moquegua,141600,000017,Ahora Nacion,P. Lopez Chau,11837,7.487,5.869,99.793,2,0,158111,201689,16899,26319,360,284817,6,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Moquegua,141600,000017,Pais para Todos,C. Alvarez,11907,7.531,5.904,99.793,2,0,158111,201689,16899,26319,360,284817,7,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Moquegua,141600,000017,Otros,Varias candidaturas,41088,25.987,20.372,99.793,2,0,158111,201689,16899,26319,360,284817,8,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Pasco,141700,000018,Fuerza Popular,K. Fujimori,130468,16.323,13.438,99.907,4,0,799284,970891,64994,104548,2065,1272766,1,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Pasco,141700,000018,Juntos por el Peru,R. Sanchez,109110,13.651,11.238,99.907,4,0,799284,970891,64994,104548,2065,1272766,2,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Pasco,141700,000018,Renovacion Popular,R. Lopez Aliaga,55384,6.929,5.704,99.907,4,0,799284,970891,64994,104548,2065,1272766,3,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Pasco,141700,000018,Partido del Buen Gobierno,J. Nieto,91999,11.51,9.476,99.907,4,0,799284,970891,64994,104548,2065,1272766,4,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Pasco,141700,000018,Partido Civico Obras,R. Belmont,73725,9.224,7.594,99.907,4,0,799284,970891,64994,104548,2065,1272766,5,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Pasco,141700,000018,Ahora Nacion,P. Lopez Chau,66301,8.295,6.829,99.907,4,0,799284,970891,64994,104548,2065,1272766,6,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Pasco,141700,000018,Pais para Todos,C. Alvarez,60308,7.545,6.212,99.907,4,0,799284,970891,64994,104548,2065,1272766,7,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Pasco,141700,000018,Otros,Varias candidaturas,211989,26.522,21.834,99.907,4,0,799284,970891,64994,104548,2065,1272766,8,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Piura,141800,000019,Fuerza Popular,K. Fujimori,71563,12.933,10.571,99.842,5,0,553345,676971,57164,65273,1189,932810,1,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Piura,141800,000019,Juntos por el Peru,R. Sanchez,86187,15.576,12.731,99.842,5,0,553345,676971,57164,65273,1189,932810,2,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Piura,141800,000019,Renovacion Popular,R. Lopez Aliaga,72321,13.07,10.683,99.842,5,0,553345,676971,57164,65273,1189,932810,3,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Piura,141800,000019,Partido del Buen Gobierno,J. Nieto,60959,11.016,9.005,99.842,5,0,553345,676971,57164,65273,1189,932810,4,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Piura,141800,000019,Partido Civico Obras,R. Belmont,68474,12.375,10.115,99.842,5,0,553345,676971,57164,65273,1189,932810,5,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Piura,141800,000019,Ahora Nacion,P. Lopez Chau,38192,6.902,5.642,99.842,5,0,553345,676971,57164,65273,1189,932810,6,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Piura,141800,000019,Pais para Todos,C. Alvarez,40836,7.38,6.032,99.842,5,0,553345,676971,57164,65273,1189,932810,7,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Piura,141800,000019,Otros,Varias candidaturas,114813,20.749,16.96,99.842,5,0,553345,676971,57164,65273,1189,932810,8,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Puno,141900,900020,Fuerza Popular,K. Fujimori,15020,6.208,5.082,99.869,2,0,241961,295529,23372,29633,563,450444,1,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Puno,141900,900020,Juntos por el Peru,R. Sanchez,44591,18.429,15.089,99.869,2,0,241961,295529,23372,29633,563,450444,2,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Puno,141900,900020,Renovacion Popular,R. Lopez Aliaga,40855,16.885,13.824,99.869,2,0,241961,295529,23372,29633,563,450444,3,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Puno,141900,900020,Partido del Buen Gobierno,J. Nieto,30975,12.802,10.481,99.869,2,0,241961,295529,23372,29633,563,450444,4,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Puno,141900,900020,Partido Civico Obras,R. Belmont,22024,9.102,7.452,99.869,2,0,241961,295529,23372,29633,563,450444,5,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Puno,141900,900020,Ahora Nacion,P. Lopez Chau,13467,5.566,4.557,99.869,2,0,241961,295529,23372,29633,563,450444,6,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Puno,141900,900020,Pais para Todos,C. Alvarez,18471,7.634,6.25,99.869,2,0,241961,295529,23372,29633,563,450444,7,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Puno,141900,900020,Otros,Varias candidaturas,56558,23.375,19.138,99.869,2,0,241961,295529,23372,29633,563,450444,8,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
San Martin,142000,000021,Fuerza Popular,K. Fujimori,114804,17.067,14.306,99.812,7,0,672667,802466,62200,65137,2462,1098387,1,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
San Martin,142000,000021,Juntos por el Peru,R. Sanchez,92170,13.702,11.486,99.812,7,0,672667,802466,62200,65137,2462,1098387,2,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
San Martin,142000,000021,Renovacion Popular,R. Lopez Aliaga,99146,14.739,12.355,99.812,7,0,672667,802466,62200,65137,2462,1098387,3,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
San Martin,142000,000021,Partido del Buen Gobierno,J. Nieto,79496,11.818,9.906,99.812,7,0,672667,802466,62200,65137,2462,1098387,4,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
San Martin,142000,000021,Partido Civico Obras,R. Belmont,81576,12.127,10.166,99.812,7,0,672667,802466,62200,65137,2462,1098387,5,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
San Martin,142000,000021,Ahora Nacion,P. Lopez Chau,79488,11.817,9.905,99.812,7,0,672667,802466,62200,65137,2462,1098387,6,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
San Martin,142000,000021,Pais para Todos,C. Alvarez,36119,5.37,4.501,99.812,7,0,672667,802466,62200,65137,2462,1098387,7,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
San Martin,142000,000021,Otros,Varias candidaturas,89868,13.36,11.199,99.812,7,0,672667,802466,62200,65137,2462,1098387,8,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tacna,142100,000022,Fuerza Popular,K. Fujimori,132581,19.563,16.459,99.837,6,0,677706,805545,40667,86858,314,1088584,1,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tacna,142100,000022,Juntos por el Peru,R. Sanchez,56532,8.342,7.018,99.837,6,0,677706,805545,40667,86858,314,1088584,2,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tacna,142100,000022,Renovacion Popular,R. Lopez Aliaga,68878,10.163,8.55,99.837,6,0,677706,805545,40667,86858,314,1088584,3,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tacna,142100,000022,Partido del Buen Gobierno,J. Nieto,81380,12.008,10.102,99.837,6,0,677706,805545,40667,86858,314,1088584,4,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tacna,142100,000022,Partido Civico Obras,R. Belmont,88221,13.018,10.952,99.837,6,0,677706,805545,40667,86858,314,1088584,5,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tacna,142100,000022,Ahora Nacion,P. Lopez Chau,35771,5.278,4.441,99.837,6,0,677706,805545,40667,86858,314,1088584,6,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tacna,142100,000022,Pais para Todos,C. Alvarez,39932,5.892,4.957,99.837,6,0,677706,805545,40667,86858,314,1088584,7,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tacna,142100,000022,Otros,Varias candidaturas,174411,25.735,21.651,99.837,6,0,677706,805545,40667,86858,314,1088584,8,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tumbes,142200,000023,Fuerza Popular,K. Fujimori,48642,14.836,12.147,99.894,2,0,327872,400429,19861,52568,128,556279,1,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tumbes,142200,000023,Juntos por el Peru,R. Sanchez,46104,14.062,11.514,99.894,2,0,327872,400429,19861,52568,128,556279,2,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tumbes,142200,000023,Renovacion Popular,R. Lopez Aliaga,28577,8.716,7.137,99.894,2,0,327872,400429,19861,52568,128,556279,3,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tumbes,142200,000023,Partido del Buen Gobierno,J. Nieto,42224,12.878,10.545,99.894,2,0,327872,400429,19861,52568,128,556279,4,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tumbes,142200,000023,Partido Civico Obras,R. Belmont,36799,11.224,9.19,99.894,2,0,327872,400429,19861,52568,128,556279,5,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tumbes,142200,000023,Ahora Nacion,P. Lopez Chau,32514,9.917,8.12,99.894,2,0,327872,400429,19861,52568,128,556279,6,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tumbes,142200,000023,Pais para Todos,C. Alvarez,24630,7.512,6.151,99.894,2,0,327872,400429,19861,52568,128,556279,7,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Tumbes,142200,000023,Otros,Varias candidaturas,68382,20.856,17.077,99.894,2,0,327872,400429,19861,52568,128,556279,8,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Ucayali,142300,000024,Fuerza Popular,K. Fujimori,116093,20.062,16.671,99.659,11,0,578676,696365,56206,60189,1294,951724,1,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Ucayali,142300,000024,Juntos por el Peru,R. Sanchez,61999,10.714,8.903,99.659,11,0,578676,696365,56206,60189,1294,951724,2,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Ucayali,142300,000024,Renovacion Popular,R. Lopez Aliaga,82591,14.272,11.86,99.659,11,0,578676,696365,56206,60189,1294,951724,3,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Ucayali,142300,000024,Partido del Buen Gobierno,J. Nieto,47596,8.225,6.835,99.659,11,0,578676,696365,56206,60189,1294,951724,4,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Ucayali,142300,000024,Partido Civico Obras,R. Belmont,39730,6.866,5.705,99.659,11,0,578676,696365,56206,60189,1294,951724,5,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Ucayali,142300,000024,Ahora Nacion,P. Lopez Chau,33706,5.825,4.84,99.659,11,0,578676,696365,56206,60189,1294,951724,6,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Ucayali,142300,000024,Pais para Todos,C. Alvarez,60603,10.473,8.703,99.659,11,0,578676,696365,56206,60189,1294,951724,7,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
Ucayali,142300,000024,Otros,Varias candidaturas,136358,23.564,19.581,99.659,11,0,578676,696365,56206,60189,1294,951724,8,16197147,19747057,27325431,Sintetico inspirado en estructura publica de resultados ONPE; no usar como resultado oficial.
